Property type,Price,Suburb,Postcode,Display address,Bedrooms,Bathrooms,Carspaces,Headline,Description,url,Advert type,Advert name,Advert contact
ApartmentUnitFlat,$380.00 weekly,PENDLE HILL,2145,"15/261 DUNMORE STREET, Pendle Hill",2.0,1.0,1,Location and Conveinience!!,"Situated in a highly sought after location, Modern unit with lots of natural light, convinient location within minutes walk to shops and station.   Features include: - Recently refurbished throughout with fresh paint and carpets - 2 Lar...",http://www.domain.com.au/15-261-dunmore-street-pendle-hill-nsw-2145-11646093,Agency,Starr Partners Merrylands,RENTAL DEPARTMENT 02 97606677
ApartmentUnitFlat,$380,PENDLE HILL,2145,"6/102 Stapleton Street, Pendle Hill",2.0,2.0,1,SPACIOUS 2 BEDROOM APARTMENT WITH FLOORBOARDS THROUGH-OUT,"**CLICK EMAIL AGENT TO REGISTER FOR AN INSPECTION**  This well presented 2 bedroom apartment is located in the heart of Pendle Hill, and within minutes walk to Pendle Hill Shops, Train and all other amenties.  This property includes : ...",http://www.domain.com.au/6-102-stapleton-street-pendle-hill-nsw-2145-13932760,Agency,Belle Property Parramatta,Property Management Department
ApartmentUnitFlat,$380-400,PENDLE HILL,2145,"4/62 Stapleton Street, Pendle Hill",2.0,1.0,1,Offering 1 weeks free rent.,"Close to all amenities This quiet 2 bedroom top floor unit located in a security block consists of open plan kitchen, polished floating floorboards throughout living and bedroom areas, large main bedroom with built-in, full bathroom with ...",http://www.domain.com.au/4-62-stapleton-street-pendle-hill-nsw-2145-14011109,Agency,The Avenue Real Estate Agency,Sarah Costello
ApartmentUnitFlat,$380,PENDLE HILL,2145,"11/71 Stapleton Street, Pendle Hill",2.0,1.0,1,Perfect location with Near New Carpet,"Located only a short walk to local schools, shops and public transport, this spacious two bedroom units:   Near new carpet throughout Two good sized bedroom with the master featuring built-in wardrobe Large open plan living and dining ...",http://www.domain.com.au/11-71-stapleton-street-pendle-hill-nsw-2145-13969411,Agency,LJ Hooker Toongabbie,Toongabbie Rentals
ApartmentUnitFlat,$380,WESTMEAD,2145,"09/18-20 Helen Street, Westmead",2.0,1.0,1,"GAS COOKING, 2 BEDROOMS, 1 BUILT IN, 1ST FLOOR, LOCK UP GARAGE, AVAILABLE NOW!","GAS COOKING, 2 BEDROOMS, 1 BUILT IN, BALCONY, 1ST FLOOR, LOCK UP GARAGE, TOP LOCATION, INTERCOM BLOCK, VACANT AVAILABLE NOW!  * 2 BEDROOMS * 1 BUILT IN WARDROBES IN MASTER BEDROOM * GAS COOKING * UPDATED KITCHEN * BALCONY * FIRST FL...",http://www.domain.com.au/09-18-20-helen-street-westmead-nsw-2145-13962828,Agency,One Agency Peter Vasiliou,Peter  Vasiliou
House,$380,SOUTH WENTWORTHVILLE,2145,"96A BORONIA STREET, South Wentworthville",2.0,1.0,1,"MODERN GRANNY FLAT- PRIVATE , SPACIOUS AND VERY SECURE","This Granny flat has private entry, is very spacious, and very secure. Lots of Natural light via windows in raked ceilings  ENTRY VIA COLOUBOND SECURITY GATE  Step inside into combined lounge / dining, which flows to covered patio and...",http://www.domain.com.au/96a-boronia-street-south-wentworthville-nsw-2145-13900201,Agency,Cumberland Realty Group,Francesca Luccitti
ApartmentUnitFlat,$380-$400 Per Week,WENTWORTHVILLE,2145,"8/22 Lane Street, Wentworthville",2.0,1.0,1,"Hop, Skip & Jump to Railway Station!","Fabulous location in this well presented unit within  an easy stroll to Wentworthville railway station, shopping centre, schools, Woolworth shopping at the end of the street and easy access into Parramatta & Westmead CBD.  This unit incl...",http://www.domain.com.au/8-22-lane-street-wentworthville-nsw-2145-13877765,Agency,Best Real Estate,Property Management
Villa,$380 - $400 Per Week,CONSTITUTION HILL,2145,"16/44 Ferndale Close, Constitution Hill",3.0,1.0,1,Three Bedrooms! Quiet & Convenient Location!,"It doesn't get much better than this! This villa offers easy access with no steps, and is situated in a quiet cul-de-sac conveniently located to bus services, railway stations, schools, shops, parks, and Westmead public and private hospita...",http://www.domain.com.au/16-44-ferndale-close-constitution-hill-nsw-2145-13667482,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$380,WESTMEAD,2145,"15/19 Queens Road, Westmead",2.0,1.0,,FRESHLY PAINTED WITH NEW CARPETS & BLINDS!,"Low maintenance 2-Bedroom apartment in one of Westmead's most popular streets, featuring:  * New paint throughout, brand new carpets in the bedrooms and brand new blinds just installed. * Timber/parquetry flooring throughout living area...",http://www.domain.com.au/15-19-queens-road-westmead-nsw-2145-13962138,Agency,Belle Property Parramatta,Property Management Department
ApartmentUnitFlat,$380 per week,WESTMEAD,2145,"3/28 Caroline Street, Westmead",2.0,1.0,2,Convenient Location,"This great light and airy unit features two generous size bedrooms with built-ins and ceiling fan to main bedroom, spacious open plan living area with air conditioning with great balcony. Spacious timber kitchen with ample cupboard space a...",http://www.domain.com.au/3-28-caroline-street-westmead-nsw-2145-13796629,Agency,Elders Real Estate Toongabbie,Rentals Team
ApartmentUnitFlat,$380.00 weekly,PENDLE HILL,2145,"8/261-265 DUNMORE STREET, Pendle Hill",2.0,1.0,1,Superb Two bedroom unit with Spacious lounge and Gas cooking!,Located in the popular suburb of Pendle Hill and located in an ideal located near Pendle Hill railway station and features:-  + Large bright kitchen with granite benchtops and gas cooktop + Spacious combined lounge and dining room + La...,http://www.domain.com.au/8-261-265-dunmore-street-pendle-hill-nsw-2145-13976430,Agency,Starr Partners Merrylands,RENTAL DEPARTMENT 02 97606677
ApartmentUnitFlat,$380,WESTMEAD,2145,"009/18 - 20 Helen Street, Westmead",2.0,1.0,1,"GAS COOKING, 1 BUILT IN, BALCONY, 1ST FLOOR, GARAGE, INTERCOM, AVAILABLE NOW","GAS COOKING, 2 BEDROOMS, 1 BUILT IN, BALCONY, 1ST FLOOR, LOCK UP GARAGE, TOP LOCATION, INTERCOM BLOCK, VACANT AVAILABLE NOW!  * 2 BEDROOMS * 1 BUILT IN WARDROBES IN MASTER BEDROOM * GAS COOKING * UPDATED KITCHEN * BALCONY * FIRST FL...",http://www.domain.com.au/009-18-20-helen-street-westmead-nsw-2145-14010973,Agency,One Agency Peter Vasiliou,Peter  Vasiliou
ApartmentUnitFlat,Leased,PENDLE HILL,2145,"13/90-92 Stapleton Street, Pendle Hill",2.0,1.0,1,Conveniently located,"- Security apartment located next to a child-friendly playground - Close proximity to all the essential amenities - Tiled flooring throughout - Two double size bedrooms, both with built-ins - Combine living areas flowing out to a large...",http://www.domain.com.au/13-90-92-stapleton-street-pendle-hill-nsw-2145-13810567,Agency,jt property,John Tan
ApartmentUnitFlat,$375 PW,WENTWORTHVILLE,2145,"18/28 Lane Street, Wentworthville",2.0,1.0,1,Split System Air Con & Built-In Robes,"Open plan living with tranquil tree lined outlook from the rear balcony to help escape from everyday suburbia. Combined lounge and dining areas with split system air conditioner, built-in robes to both bedrooms, internal laundry and single...",http://www.domain.com.au/18-28-lane-street-wentworthville-nsw-2145-13938054,Agency,Laing+Simmons Wentworthville,Rental Enquiries
ApartmentUnitFlat,$370 per week,WESTMEAD,2145,"18/24-28 Briens Road, Westmead",2.0,1.0,1,Large 2 Bedroom apartment,"This 2 bedroom apartment features;   combined lounge and dining, carpeted throughout, euro style kitchen, stainless steel appliances, gas cooking, dishwasher, built-ins to bedrooms, ensuite to main bedroom, internal laundry with ...",http://www.domain.com.au/18-24-28-briens-road-westmead-nsw-2145-13902243,Agency,Better Buildings Realty,Better Buildings Realty
ApartmentUnitFlat,$370 per week,WESTMEAD,2145,"11/17 Caroline Street, Westmead",2.0,1.0,1,2 Bedroom Unit in Great Location of Westmead,PROPERTY ID: 36616 (quote when calling)  Available for Rent is a 2 Bedroom Unit on 2nd Floor in a quiet street and quiet apartment block. Professionally cleaned Unit and available for moving this week.  Timber Flooring throughout the Apa...,http://www.domain.com.au/11-17-caroline-street-westmead-nsw-2145-12537587,Agency,RentBetter,RentBetter Team
ApartmentUnitFlat,$370 per week,WESTMEAD,2145,"11/19 Queens Road, Westmead",2.0,1.0,1,2 Bedroom unit,"This unit is located in a quiet peaceful street within 2 mins walking distance to Westmead train station. Featuring: * timber floor, * a nice and bright kitchen,  * good size lounge and dinning area with access to balcony,  * locked-u...",http://www.domain.com.au/11-19-queens-road-westmead-nsw-2145-13799621,Agency,C & R Realty International,Elsie Fung
ApartmentUnitFlat,$370 per week,WENTWORTHVILLE,2145,"3/67 Lane Street, Wentworthville",2.0,1.0,1,FIRST FLOOR 2 BEDROOM UNIT,"Well positioned first floor 2 bedroom unit located at the rear of the building. Offering good size bedrooms, main with built-in robe, open plan living area leading to covered private balcony, good size kitchen, separate toilet and internal...",http://www.domain.com.au/3-67-lane-street-wentworthville-nsw-2145-7991264,Agency,Walsh & Sullivan First National,Darren Harding
ApartmentUnitFlat,$370 PW,WENTWORTHVILLE,2145,"24/107-109 Lane Street, Wentworthville",2.0,1.0,1,Fantastic Location,"Located in the much sought after Lane St and within walking distance to local schools, Woolworths, local shops and the train station is this affordable 2 bedroom unit. Freshly painted featuring 2 good sized bedrooms with built in wardrobes...",http://www.domain.com.au/24-107-109-lane-street-wentworthville-nsw-2145-13995059,Agency,Laing+Simmons Wentworthville,Rental Enquiries
ApartmentUnitFlat,$370,PENDLE HILL,2145,"7/221-223 Dunmore Street, Pendle Hill",2.0,1.0,1,Updated 2 bedroom apartment with newly paint and carpet with AC to be installed,"**CLICK EMAIL AGENT TO REGISTER FOR AN INSPECTION**   Freshly painted 2 bedroom apartment located in the heart of Wentworthville, schools, shops and transport right at your door.  Features Include: * Open plan living area with new car...",http://www.domain.com.au/7-221-223-dunmore-street-pendle-hill-nsw-2145-13913942,Agency,Belle Property Parramatta,Property Management Department
ApartmentUnitFlat,$370 wk,WENTWORTHVILLE,2145,"9/79-81 Lane Street, Wentworthville",2.0,1.0,1,CENTRAL LOCATION - EASY ACCESS TO PARRAMATTA,"This neat and tidy second floor unit is available now. Featuring two good size bedrooms with built-in wardrobes, gas kitchen, internal laundry, formal lounge, balcony off the tiled formal dining area and a secure single lock-up garage. Con...",http://www.domain.com.au/9-79-81-lane-street-wentworthville-nsw-2145-13931476,Agency,LJ Hooker Seven Hills,LJ Hooker Seven Hills
ApartmentUnitFlat,$370,WESTMEAD,2145,"6/15 Queens Road, Westmead",2.0,1.0,1,Top Floor Unit With Carspace In Sought After Location,This superb two-bedroom unit situated on the top floor of a small neat complex is a must to inspect:  Featuring: 	Spacious combined lounge and dining 	Modern kitchen 	Freshly painted throughout 	Shared laundry 	New laminate flooring...,http://www.domain.com.au/6-15-queens-road-westmead-nsw-2145-13631313,Agency,Starr Partners Parramatta,Christopher Vieira
ApartmentUnitFlat,$370-$390 per week,GIRRAWEEN,2145,"593B Great Western Highway, Girraween",2.0,1.0,,Gas & Water Included!!!,"You'll certainly love living here in this outstanding location- just a walk to the railway station and local shopping centre it is definitely value for your dollar.  Features include a completely self contained flat, with an eat in kitch...",http://www.domain.com.au/593b-great-western-highway-girraween-nsw-2145-13536022,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$364,WESTMEAD,2145,"206/148 Great Western High Way, Westmead",2.0,1.0,1,NEAR NEW 2 BEDROOMS,"Built to a high standard, this modern apartment is located in the heart of Westmead, ideally located only minutes from Parramatta CBD/Station, Westmead Hospital & Westmead Station.  The stylish apartments offer:  2 bedroom Laminate ki...",http://www.domain.com.au/206-148-great-western-high-way-westmead-nsw-2145-13955244,Agency,SGCH,
ApartmentUnitFlat,$380,WENTWORTHVILLE,2145,"2/28 Lane Street, Wentworthville",2.0,1.0,1,Handy to all amenities,"Only 5 minutes walking distance to train station, shopping mall, restaurant, cafe & school is this lovely 2 bedroom unit at 28 Lane Street.  Other features include:-  - Good condition 2 bedrooms - Security complex on first floor - Buil...",http://www.domain.com.au/2-28-lane-street-wentworthville-nsw-2145-12295635,Agency,Realty Professional,"Elina Choy, Leslie Choy"
ApartmentUnitFlat,$380,WENTWORTHVILLE,2145,"9/41 Lane Street, Wentworthville",2.0,1.0,1,Walk to all amenities!,"Lovely 2 bedrooms unit at Lane Street.  Excellent location with only minutes walk to parks, school, train station & shopping centre.  Other features include  - Top floor - High ceiling - Very spacious living area with air-conditioner ...",http://www.domain.com.au/9-41-lane-street-wentworthville-nsw-2145-12773499,Agency,Realty Professional,"Elina Choy, Leslie Choy"
ApartmentUnitFlat,Deposit Taken!,PENDLE HILL,2145,"10/70-72 Stapleton Street, Pendle Hill",2.0,1.0,1,When Convenience is Key,"This impressive apartment boasts convenience, style and quality with the extra bonus of a large-scale, open floor-plan. This home floods with natural lighting, creating a beautiful bright and airy environment. Located in a popular central ...",http://www.domain.com.au/10-70-72-stapleton-street-pendle-hill-nsw-2145-13693267,Agency,Century 21 The Hills District,"Sylvia Bulovic, Eloise Garmaise"
ApartmentUnitFlat,$360 PW,WENTWORTHVILLE,2145,"17/119 Station Street, Wentworthville",2.0,1.0,1,Location Location Location !!!!!,"This neat and tidy two bedroom unit is only a five minute walk to Wentworthville Train Station, School and shopping Mall, seven minute walk to Woolworths (as per google maps). Along with its fantastic location, carpet throughout, eat in ki...",http://www.domain.com.au/17-119-station-street-wentworthville-nsw-2145-13893206,Agency,Laing+Simmons Wentworthville,Rental Enquiries
ApartmentUnitFlat,$360 per week,WESTMEAD,2145,"8/17 Caroline  Street, Westmead",2.0,1.0,1,Top Location In Westmead!,Two bedroom unit located in between Parramatta Park and Westmead Hospital in a small friendly block offers perfect location and following:   -Two bedrooms -Brand new carpet throughout -Freshly painted  -Combined lounge and dining -N...,http://www.domain.com.au/8-17-caroline-street-westmead-nsw-2145-13823280,Agency,Gilmour Property Agents,Gilmour Property Agents
Townhouse,$360,WENTWORTHVILLE,2145,"7/158 Station Street, Wentworthville",2.0,1.0,1,Gas cooking kitchen with floor vinyl & bathroom shower tiles!,"2 bedroom townhouse, gas cooking, separate lounge & dining, court yard, new carpet, fresh paint,  lock up garage, north facing, only 5 mins walk to station. Special promotion for this property with 1 week rent free!",http://www.domain.com.au/7-158-station-street-wentworthville-nsw-2145-10074790,Agency,Brightland Real Estate,"John Luong, Adam Chang"
ApartmentUnitFlat,$360 PW,WENTWORTHVILLE,2145,"4/253 Dunmore Street, Wentworthville",2.0,1.0,1,Modern Lifestyle & Perfect Location,We invite you to inspect this 2 bedroom unit. Positioned on the ground floor with a balcony. There is an open plan lounge and dining room which leads to a large spacious kitchen with gas cooking. Internal laundry and carpet throughout. La...,http://www.domain.com.au/4-253-dunmore-street-wentworthville-nsw-2145-13950619,Agency,Laing+Simmons Wentworthville,Rental Enquiries
House,DEPOSIT TAKEN,GIRRAWEEN,2145,"28A Lyle Street, Girraween",2.0,1.0,,BRAND NEW TWO BEDROOM GRANNY FLAT,"GIRRAWEEN PUBLIC SCHOOL CATCHMENT AREA  First time advertised, and outstanding presentation brand new two bedroom granny flat with with lots of great features which will make you want to make this your home:  * Two good size bedrooms w...",http://www.domain.com.au/28a-lyle-street-girraween-nsw-2145-13936193,Agency,HAUS PROPERTIES GROUP Quakers Hill/Harris Park,"Jasmine Sandhu, Rental Department"
ApartmentUnitFlat,$360,WESTMEAD,2145,"3/24 Caroline St, Westmead",2.0,1.0,1,Just Minuets Walk to Westmead Hospital & Railway Station,"Unique near new 2 bedrooms unit all in good size, bright and sunny, set at the rear of a beautifully presented security building, modern kitchen, large timber floor living and dining area, lock up garage. It is just a short stroll to shops...",http://www.domain.com.au/3-24-caroline-st-westmead-nsw-2145-8852446,Agency,Brightland Real Estate,"John Luong, Adam Chang"
House,$370 Weekly,GREYSTANES,2145,"8a Lloyd Street, Greystanes",2.0,1.0,,Modern 2 Bedroom Granny Flat!,Located in a quiet street this 2 bedroom granny flan is as new and offers all modern inclusions. Features include;    * Modern kitchen with stone benchtops and gas cooking  * Ultra modern bathroom   * Open plan living with split system...,http://www.domain.com.au/8a-lloyd-street-greystanes-nsw-2145-13956265,Agency, Starr Partners Wentworthville,Starr Partners Wentworthville Rentals
ApartmentUnitFlat,$370-$390 Per Week,WENTWORTHVILLE,2145,"24/107-109 Lane Street, Wentworthville",2.0,1.0,1,Prime school catchment location!,"Just perfect for couples, commuters and families!   In the heart of Wentworthville Public School catchment!  This spacious modern unit is walking distance to the train station, bus stop out front, close to shopping centre and close to ...",http://www.domain.com.au/24-107-109-lane-street-wentworthville-nsw-2145-13700119,Agency,Best Real Estate,Property Management
House,$350,GREYSTANES,2145,"5A Adler Street, Greystanes",2.0,1.0,,FRESHLY PAINTED 2 BEDROOM GRANNY FLAT IN A GREAT LOCATION!!,"This 2 bedroom granny flat is located in a quiet street in popular Greystanes, close to local schools, shops, public transport, and all amenities.  Property Features:  * Freshly Painted with Brand New Flooring * Two good sized bedroom...",http://www.domain.com.au/5a-adler-street-greystanes-nsw-2145-13931479,Agency,Ray White Blacktown City,Alera Moran
ApartmentUnitFlat,$350,PENDLE HILL,2145,"5/106 Stapleton Street, Pendle Hill",2.0,1.0,1,Spacious 2 bedroom Apartment,"This two bedroom unit really is a must to inspect! The unit features two great sized bedrooms with built-ins to the main bedroom, lovely open plan lounge and dining and balcony off lounge, modern spacious kitchen with plenty of cupboard an...",http://www.domain.com.au/5-106-stapleton-street-pendle-hill-nsw-2145-14011872,Agency,Starr Partners Parramatta,Jack Ferguson
ApartmentUnitFlat,$350 Per Week,WESTMEAD,2145,"1/6 Alexandra Avenue, Westmead",2.0,1.0,1,Two Bedroom Unit In Westmead,Two good size bedroom unit located on ground floor walking distance to Westmead train station and shops offers following:   - Good size combined lounge and dining - Floor boards throughout  - Good size neat and clean kitchen - Electri...,http://www.domain.com.au/1-6-alexandra-avenue-westmead-nsw-2145-10485874,Agency,Laing+Simmons Parramatta,Cintia Elkhoury
ApartmentUnitFlat,$350 PW,WENTWORTHVILLE,2145,"6/12 Emert Street, Wentworthville",2.0,1.0,1,Excellent Value In Small Complex Close To  Station & Shops,"Quietly positioned in a small complex & located only a short walk away from Wentworthville Railway Station,shopping village, quality schools & parkland is this well presented apartment offering excellent value for money, features include 2...",http://www.domain.com.au/6-12-emert-street-wentworthville-nsw-2145-13639115,Agency,Laing+Simmons Wentworthville,Rental Enquiries
ApartmentUnitFlat,$350 - $370 per week,WENTWORTHVILLE,2145,"5/12 Emert Street, Wentworthville",2.0,1.0,,Five Minutes to Station!,"Well priced unit in handy spot within easy walking distance to railway station, shopping centre, school and day care and an easy drive to Parramatta and Westmead.   Perfect for commuters and the busy professional or retired person.  Tw...",http://www.domain.com.au/5-12-emert-street-wentworthville-nsw-2145-13786513,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$350 PW application received,WENTWORTHVILLE,2145,"8/36 Lane Street, Wentworthville",2.0,1.0,1,*** Deposit Taken ***,"Ideally located close to all facilities is this affordable 2 bedroom apartment, features include built in wardrobe to main, spacious lounge and dining area, Internal laundry, balcony, and carport.  To inspect this property please ensure ...",http://www.domain.com.au/8-36-lane-street-wentworthville-nsw-2145-13967713,Agency,Laing+Simmons Wentworthville,Rental Enquiries
House,$340pw,SOUTH WENTWORTHVILLE,2145,"9 Northcott Street, South Wentworthville",3.0,1.0,1,Family Home! Neat & tidy,Well maintained 3 bedroom house:  - Separate lounge and dining - Internal laundry  - Neat and tidy modern kitchen with gas cooking - Air conditioning in lounge - Vinyl floor throughout easy to clean - Lock up garage - Large backyar...,http://www.domain.com.au/9-northcott-street-south-wentworthville-nsw-2145-13506449,Agency,Professionals Merrylands,Guy Zhu
House,$340 per week,SOUTH WENTWORTHVILLE,2145,"B/106 CENTENARY ROAD, South Wentworthville",2.0,1.0,1,2 Bedroom Granny Flat,"This spacious 2 bedroom granny flat is now available.  Features:  * 2 bedrooms * Large kitchen and separate living area * Combined Bathroom / Laundry. * 1 parking space.  Located close to shopping, also close to Merrylands 5 mins ...",http://www.domain.com.au/b-106-centenary-road-south-wentworthville-nsw-2145-12605070,Agency,A Plus Realty,NASSIF SEMAAN
ApartmentUnitFlat,$320-$350,WENTWORTHVILLE,2145,"8/50 Lane Street, Wentworthville",2.0,1.0,,Fabulous unit in the heart of Wentworthville,This upmarket secure and conveniently located two bedroom unit features floating floors throughout and LED lighting; Large lounge room combined dining area and reverse cycle air conditioning; Kitchen has inverter cooktop and dishwasher;...,http://www.domain.com.au/8-50-lane-street-wentworthville-nsw-2145-14028401,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$330-$350 Per Week,WENTWORTHVILLE,2145,"19/25-27 Lane Street, Wentworthville",2.0,1.0,1,Easy Stroll to Station & Shopping Centres!,Well priced top floor unit in fantastic location within an easy stroll to Wentworthville railway station and Woolworth's shopping centre just at the end of the street. Also close to Wentworthville Primary school and quick access in Parrama...,http://www.domain.com.au/19-25-27-lane-street-wentworthville-nsw-2145-13998196,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$330,WENTWORTHVILLE,2145,"11/83 Lane Street, Wentworthville",2.0,1.0,1,Renovated Kitchen & Bathroom.,"A two-bedroom unit within walking distance to Wentworthville Railway Station and shops.  Combined lounge/dining boasting a brand new kitchen with GAS cooking and renovated laundry, Security intercom, top floor luxury living, spacious bedr...",http://www.domain.com.au/11-83-lane-street-wentworthville-nsw-2145-13981845,Agency,Ray White Westmead,Reception Westmead
ApartmentUnitFlat,$325 per week,WESTMEAD,2145,"9/23 Caroline Street, Westmead",2.0,1.0,1,Deposit Taken,"CLOSE TO HOSPITALS & PARRAMATTA PARK  This full brick & concrete slab 2 bedroom home unit is peacefully positioned in the heart of Westmead. Situated adjacent to Westmead hospital & Parramatta Park, this prized location enjoys an ultra-co...",http://www.domain.com.au/9-23-caroline-street-westmead-nsw-2145-13991993,Agency,Ray White Parramatta/Oatlands/Northmead,Ray White Parramatta
ApartmentUnitFlat,Deposit Taken,WESTMEAD,2145,"1/27 Jessie Street, Westmead",2.0,1.0,1,Perfectly positioned in the heart of Westmead close to all local amenities!,"This two bedroom unit is located between Parramatta Park & Westmead Hospital, and closed to Westmead train station, Parramatta CBD (through the park), local shops, bus stops, reputable private and public schools and hospital precinct.   ...",http://www.domain.com.au/1-27-jessie-street-westmead-nsw-2145-13822367,Agency,Central Property Group Australia Pty Ltd,"Admin Central Property Group, Silvia Wan"
SemiDetached,$290,WENTWORTHVILLE,2145,"18 Jordan Street, Wentworthville",2.0,1.0,1,"Dual occupancy, new renovated 2 bedroom house, available now","Situated in one of Wentworthvilles most prominent streets on the high side, the whole house includes 4 bedrooms and 2 kitchens & 2 bathrooms; the front one has already been leased to friendly tenants. With an eye-catching woodwork floor co...",http://www.domain.com.au/18-jordan-street-wentworthville-nsw-2145-11762106,Agency,Brightland Real Estate,David Zeng
ApartmentUnitFlat,$380 to $410,WESTMEAD,2145,"2/8 Jessie, Westmead",2.0,1.0,1,SPACIOUS 2 BEDROOM APARTMENT WITH A/C- A STROLL TO WESTMEAD HOSPITAL & TRAINS,Renovated large and spacious apartment in a small complex of 5 apartments offers:  - 2 bedrooms with builtins.  -  Living and dining areas opening to a large balcony - 1 bathroom with bathtub and shower -  Laundry room with dryer - N...,http://www.domain.com.au/2-8-jessie-westmead-nsw-2145-13941344,Agency,OzOne Real Estate,Mudra Nair
